HSCode,Description,Unit,Quantity,Imports_Value,Imports_Revenue
85447000,Optical fibre cables made up of individual  y sheathed fibres,MTR,5538425,72325,16949
85451100,Carbon electrodes for furnaces   .,Kg,1,20,4
85451900,Carbon electrodes (excl for furnaces)   .,Kg,76,78,15
85452000,Carbon brushes,Kg,710,850,179
85459000,"Articles of graphite or other carbon, nes,  for electrical purposes",Kg,284,145,28
85461000,Glass electrical insulaters,Kg,1,29,9
85462000,Ceramic electrical insulators,Kg,63472,6726,1325
85469000,Electrical insulators (excl of glass or c e amics),Kg,3897,2404,425
85479000,"Insulating fittings, nes, for electrical m  chines; conduit tubing",Kg,780,248,51
85480000,"Electrical parts of machinery or apparatus, not specified or included elsewhere in th",Kg,1730,651,184
85499900,Other,Kg,2,1,0
86050000,"Railway/tramway passenger coaches, not sel  -propelled; luggage vans.",PCS,1,4,1
86072900,"Brakes and parts thereof, of railway lo com tives/rolling stock.",PCS,20,72,22
86090000,Containers specially designed for transpor   by one or more methods,PCS,12,2302,689
87011010,Pedestrian controlled Tractor up to 1800 C  ( other than Heading No8709 ),PCS,1198,71512,716
87012190,More than 18 KW,PCS,78,82860,15220
87012290,More than 18 KW,PCS,22,20025,3678
87012990,More than 18 KW,PCS,11,10869,1997
87021010,Bus (with a capacity 26 seats and above) (  iesel or semi diesel engine).,PCS,19,32871,19117
87021020,Mini-bus (15 - 25 seats)  . .,PCS,6,9922,10890
87021030,Micro-bus (11 to 14 seats)   .,PCS,5,6291,8860
87022010,Buses (with a capacity  more than 25 seats),PCS,5,7671,4844
87023049,"Jeep, car & van with both spark ignition internal combusion (Hybrid) ABOVE 2000 CC",PCS,1,3981,8489
87032199,Other vehicles having capacity <=1000CC,PCS,26,17597,43457
87032210,Other vehicle unassembled condition (Petrol engine) capacity >1000CC to <=1500CC,PCS,1,2471,0
87032290,Other vehicle (Petrol engine) capacity >1000CC to <=1500CC,PCS,64,86848,223220
87032319,Other vehicles (Petro engine) >1500CC to <=2000CC,PCS,1,1227,2232
87032329,Other vehicle (Petrol engine) capacity >2000CC to <=2500CC,PCS,1,2786,8747
87032490,Ambulace & Sabbahan,PCS,13,21618,217
87033190,Other vehicle  (Diesel engine) capacity upto 1500CC,PCS,7,7588,18726
87033219,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,16,20676,57748
87033229,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,2,4467,496
87033390,Other vehicle (Diesel engine) capacity >2500CC,PCS,2,9414,31735
87038011,Unassembled Electric three wheelers vehicles,PCS,64,9015,1936
87038019,Electric three wheelers vehicles,PCS,459,40375,14402
87038029,"Electric car, jeep & van upto 100KW",PCS,205,589464,177308
87038059,"Electric car, jeep & van > 100KW to <=200KW",PCS,4,19037,19136
87038069,"Electric car, jeep & van > 200KW to <=300KW",PCS,2,13182,19702
87041000,Dumpers for off-highway use,PCS,1,3288,0
87042110,"Goods Vehicle, double pick-up cab capacity of  > 2 persons incl. driver >2000CC",PCS,119,184251,325693
87042120,Goods Vehicle Singal-cab Vehicle 2 seater  including Driver ABOVE 2000 cc,PCS,232,175362,244323
87042130,Deliver Van (G.V.W.<=5 tons Diesel Engine Above 2000 CC,PCS,9,8953,9449
87042150,Motor vehicles for the transport of goods with refrigereting system > 5 tonnes,PCS,1,1470,468
87042290,"Others, g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes",PCS,85,128599,81197
87043130,Deliver Van g.v.w. not exceeding 5 tonnes petrol engine upto 2000 CC,PCS,22,11949,12412
87046020,Other electric three wheelers with only electric motor for propulsion,PCS,32,5184,1580
87051000,Crane lorries,PCS,1,5381,0
87053000,Fire fighting vehicles,PCS,3,74368,744
87054000,Concrete-mixer lorries,PCS,11,55515,9318
87059090,"Special purpose motor vehicles, nes (eg breakdown lorries, etc).",PCS,3,26085,6192
87060080,Chasis of Bus & Trucks fitted with engine,PCS,74,129622,83171
87071000,Bodies (incl cabs) for the motor vehicles f 8703,PCS,6,1906,681
87079000,"Bodies (incl cabs) for the motor vehicles , (excl 8703)",PCS,4,1940,529
87081000,Bumpers and parts thereof   .,PCS,5644,5330,1859
87082100,Safety seat belts   .,PCS,145,220,76
87082200,"Front windscreens(windshields), rear windows&other windows specified in Subheading No",PCS,289,872,305
87082900,"Parts and accessories of bodies (incl cab s , (excl safety seat belt)",PCS,852,2931,1041
87083000,Brakes and servobrakes; parts thereof   .,PCS,6742,9328,3290
87084000,Gear boxes and parts thereof  . .,PCS,5666,18130,6305
87085000,"Driveaxles with diff, whether or not prov i ed with other transmission component",PCS,1545,5511,1977
87087000,Road wheels and parts and accessories ther  of,PCS,264,826,294
87088000,Suspension systems and parts thereof (incl  ding shockabsorbers).,PCS,22302,22447,7892
87089100,Radiators and parts thereof   .,PCS,890,2380,834
87089200,Silencers (mufflers) and exhaust pipes; pa  ts thereof,PCS,161,555,198
87089300,Clutches and parts thereof   .,PCS,14236,31826,11175
87089400,"Steering wheels, steering columns and stee  ing boxes; parts thereof.",PCS,4869,5807,2175
87089500,Safety airbags with inflater system; parts  thereof,PCS,79,309,109
87089900,Other parts & accessories of motor vehicle   of 8701 to 8705 nes.,PCS,761190,364162,129698
87099000,Parts of works trucks of 8709   .,PCS,151,2225,666
87112011,Unassembled Motorcycles with piston engine of capacity exceeding 50 not exceeding 125CC,PCS,911,77176,56952
87112012,Unassembled Motorcycles with piston engine of capacity exceeding 125 not exceeding  200 CC,PCS,2324,251271,186560
87112019,Unassembled Motorcycles with piston engine of capacity exceeding 200 not exceeding  250CC,PCS,675,90924,93445
87112091,Motorcycles with piston engine of capacity exceeding 50 not exceeding 125cc,PCS,13392,1051124,1286230
87112092,Motorcycles with piston engine of capacity exceeding 125CC  not exceeding 200 CC,PCS,1382,177842,235116
87113090,Motorcycle wiht piston engine exceeding 250cc not exceeding 400CC,PCS,40,5603,16595
87116010,Cycle with electric motor for propulsion,PCS,1169,45324,10960
87116090,Others (except cycle) motorcycle & scooter with electric motor for propulsion,PCS,901,97051,32515
87120010,Bicycle & other cycle (including trycycle) not motorized for disabled person,PCS,46,1289,173
87120090,Other Bicycle & cycle (including trycycle) not motorized,PCS,38376,173615,32450
87131000,"Invalid carriages, motorised or otherwise   ot mechanically propelled",PCS,2072,17042,1
87139010,"Invalid carriages, motorised or otherwise   echanically propelled",PCS,243,1809,0
87139090,"Invalid carriages, motorised or otherwise   echanically propelled",PCS,2,6,0
87141000,Of motorcycles (including mopeds) . .,PCS,1945086,224579,79751
87142000,Parts and accessories of carriages for dis  bled persons.,PCS,72,40,2
87149100,Frames and front forks of cycles and parts  thereof,PCS,4086,812,159
87149200,Wheel rims and spokes of cycles   .,PCS,72333,597,111
87149300,"Hubs, not coaster braking hubs and free -wh el sproket-wheels",PCS,70672,1601,299
87149400,"Brakes, coaster braking hubs and hub brake   and parts thereof of cycles.",PCS,22135,1009,194
87149500,Saddles ofcycles  . .,PCS,8926,1145,214
87149600,Pedals and crank-gear and parts thereof of  cycles,PCS,9758,672,127
87149910,"Parts & assessories of bicycles & rickshaw  , nes",PCS,1308661,21605,4081
87149990,"Other parts of vehicles, nes  . .",PCS,18386,8732,2335
87150010,Stroller,PCS,43,42,8
87150020,Other vehicle for children,PCS,625,133,31
87150090,Parts,PCS,500,15,3
87161000,"Trailers and semi-trailers of the caravan   ype, for housing or camping",PCS,1,5,2
87163100,Tanker trailers and tanker semi-trailers  . .,PCS,1,791,237
87163900,"Trailers and semi-trailers for the transpo  t of goods, nes",PCS,10,11,3
87164000,"Trailers and semi-trailers, nes   .",PCS,2,3258,691
87168000,"Vehicles, not mechanically propelled, nes   .",PCS,10,252,76
87169090,"Parts of trailers & semi-trailers, other v  hicles,not mechanically propelled",PCS,17971,7945,2330
88010000,"Balloons and dirigibles; gliders, hang gli  ers and other nonpowered aircraft",PCS,10034,109,27
88051000,"Aircraft launching gear, deck-arrestors or  similar gear and parts thereof",PCS,2,5995,60
88062100,With maximum take-off weight not more than 250 g,PCS,681,52104,12662
88062200,With maximum,PCS,4,81,20
88062300,With maximum take-off weight more than 7 kg but not more than 25 kg,PCS,2,1237,301
88062900,Other,PCS,1,12,3
88069200,With maximum take-off weight more than 250 g but not more than 7 kg,PCS,22,5636,1370
88071000,Propellers and rotors and parts thereof,PCS,6,18787,2655
88073010,"Other parts of airplanes, helicopters or unmanned",PCS,12575,182297,24328
88073090,,PCS,44,2231,542
89031100,"Fitted or designed to be fitted with a motor, unladen(net) weight not exceeding 100kg",PCS,1,65,12
89039900,Other,PCS,1,398,74
89071000,Inflatable rafts  . .,PCS,8,3957,962
89079000,"Floating structures (eg tanks, coffer-dams   landing-stages, buoys and beacons),",PCS,100,196,48
90011000,"Optical fibres, optical fibre bundles and   ables (excl those of 8444)",Kg,363,2042,382
90013010,Intraocular contact lenses   .,PCS,8475,7587,3559
90013090,Other contact lenses  . .,PCS,1343,160,30
90014000,Spectacle lenses of glass   .,PCS,47,1,0
90015000,Spectacle lenses of other materials (excl   f glass).,PCS,55051,8648,1616
90019000,"Prisms, mirrors and other optical elements   unmounted, nes.",PCS,21382,1378,257
90021100,"Mounted objective lenses, of any material,  for cameras, projectors, etc.",PCS,301,1115,208
90021900,"Mounted objective lenses, of any material,  nes",PCS,629,1049,196
90022000,"Mounted filters, of any material  . .",PCS,885,995,214
90029000,"Mounted lenses, prisms, mirrors, etc, of a  y material, nes",PCS,6661,81,21
90031100,"Frames and mountings for spectacles, goggl  s or the like, of plastics",PCS,208356,13251,3359
90031900,"Frames and mountings for spectacles, goggl  s or the like, of other materials",PCS,52243,3022,747
90039000,"Parts of frames and mountings for spectacl  s, goggles or the like",PCS,3401,99,24
90041000,Sunglasses   .,PCS,225204,22210,7288
90049000,"Spectacles, goggles and the like (excl su n lasses)",PCS,18777,1528,470
90051000,Binoculars   .,PCS,625,211,131
90058000,Instruments (excl binoculars) such as opt i al telescopes,PCS,25,114,27
90063000,"Cameras for underwater use, for aerial sur  ey, for medical purposes.",PCS,62,1552,288
90064000,Instant print cameras   .,PCS,1,7,1
90065900,"Cameras,nes (not cine-)   .",PCS,1361,301,86
90066100,Discharge lamp (electronic) flashlight app  ratus,PCS,40,11,2
90066900,"Photographic flashlight apparatus, nes   .",PCS,4,8,1
90069100,Parts and accessories for cameras (not cin  -),PCS,4955,2047,397
90069900,Parts and accessories for photographic fla  hlight apparatus.,PCS,2373,1106,207
90071000,Cameras  .,PCS,95,666,161
90072000,Cinematographic projectors   .,PCS,459,11774,2859
90079100,Parts and accessories for cinematographic   ameras,PCS,1,1,0
90079200,Parts and accessories for cinematographic   rojectors,PCS,4,1425,266
90085000,"Projectors, enlargers and reducers  .",PCS,51,1304,247
90105000,"Apparatus & equipment for photographic(& c  nematographic)laboratories, nes; nega",PCS,90,1784,434
90106000,Projection screens   .,PCS,8,27,7
90111000,Stereoscopic microscopes  . .,PCS,19,18789,3504
90112000,"Other microscopes, for photomicrography,    inephotomicrography or  microprojecti",PCS,65,326,61
90118000,"Optical microscopes, nes  . .",PCS,224,13736,2570
90119000,Parts and accessories of optical microscop  s of 9011,PCS,83,2581,482
90129000,Parts and accessories of microscopes and d  ffraction apparatus of 9012,PCS,40,1,0
90131000,"Telescopic sights for fitting to arms; per  scopes, telescopes, etc",PCS,639,316,59
90132010,Laser pointers,PCS,675,601,112
90132090,"Lasers, other than laser diodes   .",PCS,111,3921,731
90138000,"Optical devices, appliances and instrument  , nes",PCS,1,12,2
90139000,"Parts and accessories of lasers and optica   devices, nes, of 9013",PCS,641,462,86
90142000,Instruments/apparatus for aeronautical/spa  e navigation (excl compasses),PCS,4800,158,29
90148000,"Other instruments and apparatus for naviga  ion, nes.",PCS,7,63,12
90149000,Parts and accessories of instruments and a  paratus for navigation,PCS,288,3,1
90151000,Rangefinders   .,PCS,26,29,5
90152000,Theodolites and tachymeters (tacheometers)  .,PCS,36,8611,1606
90153000,Levels for surveying  . .,PCS,292,374,69
90154000,"Photogrammetrical, surveying instruments a  d appliances.",PCS,12,1889,352
90158000,"Other instruments and appliances for meteo  ological purposes, nes",PCS,587,28036,5216
90159000,Parts and accessories of surveying inst rum nts/apparatus of 9015,PCS,114,3105,10
90160000,"Balances of a sensitivity of 5 cg or bette  , with or without weights",PCS,9,200,37
90171000,Drafting tables and machines  . .,PCS,3700,29,5
90172000,"Other drawing, marking out or mathematical  calculating instruments, nes.",PCS,433368,9956,1859
90173000,"Micrometers, callipers and gauges   .",PCS,1221,2413,404
90178000,"Other Instruments for measuring length, fo   use in the hand, nes",PCS,599223,25272,4720
90179000,Parts and accessories of drawing/measuring  instruments of 9017,PCS,8922,693,143
90181100,Electro-cardiographs  . .,PCS,96747,11949,2228
90181200,Ultrasonic scanning apparatus   .,PCS,347,65470,10941
90181400,Scintigraphic apparatus   .,PCS,261,270,50
90181910,Electro-diagnostic apparatus nes  . .,PCS,2963,77932,14536
90181920,Electro-diagnostic apparatus nes  . .,PCS,168,9361,1746
90181990,Other,PCS,30969,22303,4158
90182000,"Ultra-violet or infra-red apparatus, for m  dical, surgical sciences.",PCS,44,152,28
90183100,"Syringes, used in medical, surgical, denta   or veterinary sciences",PCS,10962036,152827,1358
90183200,"Tubular metal needles and needles for sutu  es, for medical sciences.",PCS,687785,12263,2288
90183900,"Needles (excl tubular metal or for suture s , catheters, cannulae, etc",PCS,3208344,98160,17685
90184100,Dental drill engines  . .,PCS,192,106,23
90184900,Instruments and appliances used in dental   ciences (excl drill engines).,PCS,31351,29793,5600
90185000,Other ophthalmic instruments and appliance  .,PCS,31763,32368,6039
90189010,Stesthecope,PCS,6310,3371,629
90189020,Plastic Blood Bag,PCS,4610,951,176
90189030,PCR Machine,PCS,1,45,8
90189090,Others,PCS,806133,301440,47918
90191000,Mechano-therapy appliances; massage appara  us; psychological apparatus,PCS,14159,18662,3557
90192010,Oxygen Concentrator,PCS,256,11750,2181
90192020,"Oxygen Mask, Ventury Mask, Ventilator Mask and Resevoir Mask",PCS,255,205,38
